cycle,range_bin,doppler_bin,output_hex
1265495000,56,27,fd930315
1265505000,56,28,010dfa92
1265515000,56,29,004c017f
1265525000,56,30,00a900ca
1265535000,56,31,ff94ffad
1267415000,57,0,ffeb0006
1267425000,57,1,ffc7001f
1267435000,57,2,ffc7001f
1267445000,57,3,003e0079
1267455000,57,4,feb60021
1267465000,57,5,02d0fd18
1267475000,57,6,fe720385
1267485000,57,7,fe9dfedd
1267495000,57,8,00cf0048
1267505000,57,9,0125fe3b
1267515000,57,10,fe4f0375
1267525000,57,11,00e8fdf3
1267535000,57,12,01b000a9
1267545000,57,13,fe50ff42
1267555000,57,14,00000047
1267565000,57,15,0089ff8b
1269445000,57,16,0067ffff
1269455000,57,17,009a00c3
1269465000,57,18,ff8bfe55
1269475000,57,19,ff840385
1269485000,57,20,00aafe63
1269495000,57,21,009afecb
1269505000,57,22,fd640072
1269515000,57,23,0145ffbb
1269525000,57,24,000b0083
1269535000,57,25,ffdefff5
1269545000,57,26,01c7ffaf
1269555000,57,27,fe8e0249
1269565000,57,28,feb0fc47
1269575000,57,29,025e0125
1269585000,57,30,ff760186
1269595000,57,31,ff71ff07
1271475000,58,0,00180024
1271485000,58,1,ff97ff70
1271495000,58,2,ff760140
1271505000,58,3,012eff36
1271515000,58,4,fd8dffc9
1271525000,58,5,04d8fee6
1271535000,58,6,faf203de
1271545000,58,7,ff6bfd33
1271555000,58,8,03c000ca
1271565000,58,9,01090002
1271575000,58,10,fcb201ee
1271585000,58,11,01ecfba2
1271595000,58,12,ff3b02e9
1271605000,58,13,0054ff20
1271615000,58,14,fff60024
1271625000,58,15,ffffffad
1273505000,58,16,00330082
1273515000,58,17,00c2ffbc
1273525000,58,18,fee6ffba
1273535000,58,19,02380161
1273545000,58,20,fc7d0151
1273555000,58,21,050bfc33
1273565000,58,22,fbb90230
1273575000,58,23,018401a3
1273585000,58,24,fdddfd8a
1273595000,58,25,019801c6
1273605000,58,26,00d0fe68
1273615000,58,27,00d00129
1273625000,58,28,ff7bffab
1273635000,58,29,ff63002f
1273645000,58,30,00410146
1273655000,58,31,ffa4feaf
1275535000,59,0,ffecffab
1275545000,59,1,ff72ff8b
1275555000,59,2,00ca0246
1275565000,59,3,fe9dfb2b
1275575000,59,4,02c10547
1275585000,59,5,fd7cfcc8
1275595000,59,6,ffc5021e
1275605000,59,7,027ffd40
1275615000,59,8,fdfa02a5
1275625000,59,9,fe92fe0b
1275635000,59,10,04ae01c4
1275645000,59,11,fc49ff91
1275655000,59,12,0049ff45
1275665000,59,13,012cffde
1275675000,59,14,ff8b00c4
1275685000,59,15,00370000
1277565000,59,16,ffe400ac
1277575000,59,17,00660040
1277585000,59,18,ff33fe52
1277595000,59,19,00910133
1277605000,59,20,014f01b7
1277615000,59,21,fd9afde4
1277625000,59,22,01fe00d7
1277635000,59,23,feec006c
1277645000,59,24,fed8fed6
1277655000,59,25,02a401f0
1277665000,59,26,fe590038
1277675000,59,27,002bff37
1277685000,59,28,011dff5b
1277695000,59,29,fe70fff8
1277705000,59,30,00ee0103
1277715000,59,31,ffd4fed6
1279595000,60,0,ff8bffbe
1279605000,60,1,004e0058
1279615000,60,2,00d100e9
1279625000,60,3,fcfffdac
1279635000,60,4,041701cb
1279645000,60,5,fb17fd92
1279655000,60,6,05220547
1279665000,60,7,fc46fd13
1279675000,60,8,0097fe2a
1279685000,60,9,02660230
1279695000,60,10,ff03013d
1279705000,60,11,ff39fd34
1279715000,60,12,00bb0079
1279725000,60,13,ffd9010e
1279735000,60,14,ffa6fecf
1279745000,60,15,004e007d
1281625000,60,16,003dffe3
1281635000,60,17,005b0050
1281645000,60,18,fe7ffe36
1281655000,60,19,03060253
1281665000,60,20,fce5ff7f
1281675000,60,21,0422fbfc
1281685000,60,22,fd1b070f
1281695000,60,23,00cffb60
1281705000,60,24,ffe101a7
1281715000,60,25,ffa501d6
1281725000,60,26,01b5fe10
1281735000,60,27,fdb80289
1281745000,60,28,fff9fb5f
1281755000,60,29,027a021a
1281765000,60,30,ff850053
1281775000,60,31,ff97ffa8
1283655000,61,0,ffa6000a
1283665000,61,1,ffdfff69
1283675000,61,2,01650265
1283685000,61,3,fe86fcd4
1283695000,61,4,00780214
1283705000,61,5,027dfd43
1283715000,61,6,fa8104ff
1283725000,61,7,0475fa75
1283735000,61,8,fef40238
1283745000,61,9,ff0d009d
1283755000,61,10,0139008b
1283765000,61,11,fe2cfe54
1283775000,61,12,01be003e
1283785000,61,13,fff300b7
1283795000,61,14,feb1ffed
1283805000,61,15,00ddfff3
1285685000,61,16,00130051
1285695000,61,17,ffa9ff38
1285705000,61,18,00040012
1285715000,61,19,00dfffe8
1285725000,61,20,ff130070
1285735000,61,21,01f6fedb
1285745000,61,22,fd0a001c
1285755000,61,23,03530248
1285765000,61,24,fb09fb9d
1285775000,61,25,05c502f2
1285785000,61,26,fdd60264
1285795000,61,27,ff35fc88
1285805000,61,28,ffd10022
1285815000,61,29,ffd0feef
1285825000,61,30,018c015e
1285835000,61,31,ff25ff84
1287715000,62,0,005bff55
1287725000,62,1,002800f6
1287735000,62,2,fe9cff82
1287745000,62,3,0110fe5f
1287755000,62,4,01f902c7
1287765000,62,5,fd5dfe5b
1287775000,62,6,ff4f0040
1287785000,62,7,02adffd0
1287795000,62,8,fcfb0029
1287805000,62,9,01d40022
1287815000,62,10,018200ce
1287825000,62,11,fbba004f
1287835000,62,12,0491fe6b
1287845000,62,13,fddf00d1
1287855000,62,14,00f3ff08
1287865000,62,15,ff1100f6
1289745000,62,16,ffa20060
1289755000,62,17,0136005b
1289765000,62,18,fdc9feb4
1289775000,62,19,02e90031
1289785000,62,20,fd6c0151
1289795000,62,21,020affe4
1289805000,62,22,fcda0040
1289815000,62,23,0163fe89
1289825000,62,24,0338fed4
1289835000,62,25,fc200305
1289845000,62,26,01cbfcfe
1289855000,62,27,01a1ffdf
1289865000,62,28,ff5a02af
1289875000,62,29,000cff70
1289885000,62,30,ff3aff7a
1289895000,62,31,008fff93
1291775000,63,0,ffba0016
1291785000,63,1,00de0057
1291795000,63,2,fef2ffeb
1291805000,63,3,005b00be
1291815000,63,4,0004febb
1291825000,63,5,01a8ff01
1291835000,63,6,fc7f0337
1291845000,63,7,0246feeb
1291855000,63,8,ff70ffe6
1291865000,63,9,00d0fdd7
1291875000,63,10,02140245
1291885000,63,11,f9c5007c
1291895000,63,12,053afe65
1291905000,63,13,fecafff5
1291915000,63,14,ffc3011d
1291925000,63,15,ffcaff17
1293805000,63,16,0076ffdd
1293815000,63,17,005f0022
1293825000,63,18,ff530108
1293835000,63,19,0088fdaa
1293845000,63,20,ffbf0096
1293855000,63,21,012c0164
1293865000,63,22,fdcbffc9
1293875000,63,23,000dff50
1293885000,63,24,ff06fe25
1293895000,63,25,047f020a
1293905000,63,26,fd2dfd92
1293915000,63,27,014e004c
1293925000,63,28,001d026c
1293935000,63,29,feb6fe94
1293945000,63,30,01c5ffd9
1293955000,63,31,fee50016
